更新时间,#genre#
20251124-14-13-15,url


RespoTime,whitelist,#genre#
478.54ms,CCTV1,http://223.198.242.106:4000/rtp/239.253.64.120:5140
480.41ms,CCTV1,http://114.254.33.252:18888/rtp/239.3.1.129:8008
485.51ms,CCTV1,http://118.78.196.204:55555/rtp/226.0.2.153:9136
490.53ms,CCTV1,http://116.235.57.69:4022/rtp/239.45.3.145:5140
491.50ms,CCTV1,http://61.159.135.155:4022/rtp/238.255.2.91:5999
495.55ms,CCTV1,http://115.171.80.57:1688/rtp/225.1.8.210:8068
498.62ms,CCTV1,http://115.171.80.57:1688/rtp/225.1.8.126:8002
518.08ms,CCTV1,http://106.59.3.203:55555/rtp/239.200.200.117:8712
521.44ms,CCTV1,http://1.58.246.115:4000/rtp/229.58.190.72:5000
518.65ms,CCTV1,http://1.58.246.115:4001/rtp/229.58.190.151:5000
525.35ms,CCTV1,http://106.59.3.203:55555/rtp/239.200.201.45:8800
527.33ms,CCTV1,http://115.171.80.57:1688/rtp/225.1.8.53:8060
526.93ms,CCTV1,http://106.59.3.203:55555/rtp/239.200.200.14:8852
535.55ms,CCTV1,http://1.58.246.115:4000/rtp/229.58.190.151:5000
535.25ms,CCTV1,http://115.171.80.57:1688/rtp/225.1.8.81:8176
542.15ms,CCTV1,http://27.191.201.134:19999/rtp/239.254.200.45:8008
547.70ms,CCTV1,http://115.171.80.57:1688/rtp/225.1.8.194:4120
568.68ms,CCTV1,http://223.167.230.235:4022/rtp/239.45.3.145:5140
607.32ms,CCTV1,http://180.105.201.177:9981/rtp/239.49.8.19:9614
627.45ms,CCTV1,http://180.105.201.177:9981/rtp/239.49.8.129:6000
901.67ms,CCTV1,http://111.162.204.74:8686/rtp/225.1.1.120:5002
481.74ms,CCTV1,http://114.107.44.68:8188/rtp/238.1.78.166:7200
473.36ms,CCTV1,http://121.231.65.86:8095/rtp/239.49.8.19:9614
499.62ms,CCTV1,http://218.86.185.35:8188/rtp/238.255.2.91:5999
447.48ms,CCTV1,http://223.167.245.20:8001/rtp/239.45.3.145:5140
